Time,Acce_X,Acce_Y,Acce_Z,Gyro_X,Gyro_Y,Gyro_Z,Gravity_X,Gravity_Y,Gravity_Z,Roll,Pitch,Yaw,Heart_Rate
23:43:20,-0.005302365869283676,0.06943446397781372,-0.006346642971038818,-0.013547342270612717,0.06889239698648453,0.04748714342713356,-0.033393897116184235,-0.46657460927963257,-0.8838512301445007,-0.037764299758480765,0.4854140473121892,0.02373085281399915,
23:43:20,-0.017203032970428467,-0.026888728141784668,0.03210574388504028,-0.27120471000671387,0.05330225080251694,-0.09680639207363129,-0.03673675283789635,-0.4075438678264618,-0.9124463796615601,-0.0402400876685443,0.4197628090191018,0.027607799721721574,
23:43:20,0.029220150783658028,-0.0049582719802856445,0.023765921592712402,-0.4942369759082794,0.18218939006328583,-0.1503007709980011,-0.023696457967162132,-0.41073673963546753,-0.9114460349082947,-0.025992895360271627,0.42326196191150894,0.01814884167818882,
23:43:20,-0.004877359606325626,-0.04161295294761658,0.11409223079681396,-2.86476993560791,0.32488980889320374,-0.2456563264131546,-0.0033166087232530117,-0.27284005284309387,-0.9620537161827087,-0.003447412056690119,0.2763438525887576,-0.005113014337445559,
23:43:20,0.05287947133183479,0.17558246850967407,0.07938015460968018,-3.9779748916625977,0.44753265380859375,0.11715304106473923,0.031776268035173416,0.11187778413295746,-0.9932137727737427,0.03198247245031446,-0.11211250113758994,0.0026161108866374684,
23:43:20,0.11988743394613266,-0.07923614978790283,0.08319610357284546,-3.8792474269866943,-0.18610846996307373,0.8077272176742554,0.05999840423464775,0.47370612621307373,-0.8786368370056152,0.06817993774515102,-0.4934942752174636,0.05151576628789529,
23:43:20,0.01083289086818695,0.11488074064254761,0.05026805400848389,-2.8796803951263428,-0.4631161093711853,0.4850271940231323,0.07162555307149887,0.7378408908843994,-0.6711636781692505,0.10631606766894694,-0.8298659671215691,0.16797984534219165,
23:43:20,0.02115257829427719,0.139015793800354,-0.0008062124252319336,-2.072772741317749,-0.14364224672317505,0.38434770703315735,0.07592379301786423,0.8588170409202576,-0.5066250562667847,0.14875488389537556,-1.0329560256189896,0.26648438177134276,
23:43:20,-0.054431259632110596,-0.07917279005050659,-0.04372328519821167,-0.303766667842865,-0.3926030397415161,-0.036928940564394,0.07236029952764511,0.8746283054351807,-0.47936350107192993,0.14981969052372127,-1.0646685530794846,0.2982693810435994,
23:43:20,0.02625751495361328,0.05547302961349487,0.05544149875640869,-0.2756463289260864,-0.15270976722240448,0.09600328654050827,0.07527441531419754,0.8992840647697449,-0.43083858489990234,0.17297013258765387,-1.1181297912264572,0.33935718428028117,
23:43:21,0.03607170283794403,0.08669698238372803,0.09241509437561035,-0.2848441004753113,-0.25199025869369507,0.03218941390514374,0.07640072703361511,0.9265159964561462,-0.3684169054031372,0.20447744479000776,-1.1850449150777744,0.40193553888587114,
23:43:21,0.04445744305849075,0.09021729230880737,-0.04373544454574585,0.09792405366897583,-0.06495088338851929,0.10506361722946167,0.08849227428436279,0.9356604814529419,-0.3416261374950409,0.253461612865206,-1.210126084270997,0.4668111878993731,
23:43:21,0.013356372714042664,0.09188270568847656,-0.005973756313323975,0.8277401924133301,0.1292702555656433,0.14752799272537231,0.1077982485294342,0.9202466607093811,-0.37619879841804504,0.2790683918314262,-1.1687103283345621,0.4858213744398106,
23:43:21,0.021838977932929993,0.08221942186355591,0.08569031953811646,0.8489869236946106,0.06868094205856323,0.3611198961734772,0.13822564482688904,0.9018345475196838,-0.40937539935112,0.32563059174053477,-1.1239967522830847,0.5312160707442812,
23:43:21,-0.007131949067115784,0.021353185176849365,0.04852563142776489,1.1304746866226196,-0.18130278587341309,0.3320735991001129,0.16702863574028015,0.8723837733268738,-0.45939958095550537,0.3487214992057979,-1.060057895122609,0.5607781294430029,
23:43:21,-0.03180310130119324,0.00796818733215332,0.006695449352264404,0.4478490352630615,-0.06357776373624802,0.46920135617256165,0.19223381578922272,0.8556174039840698,-0.4805881381034851,0.38050381299759695,-1.0267424994427632,0.6218707625176209,
23:43:21,0.021848827600479126,-0.06519275903701782,0.0453607439994812,0.2448195070028305,0.015257930383086205,0.3812049329280853,0.22346654534339905,0.8445348143577576,-0.48664531111717224,0.4304765855969959,-1.005695845651551,0.6833394686724057,
23:43:21,0.05696877837181091,-0.054099857807159424,0.11182236671447754,0.1668272316455841,-0.3991653323173523,0.02642500214278698,0.2252272069454193,0.8406292200088501,-0.4925597906112671,0.4288737555713735,-0.9984439224475087,0.7110088486342941,
23:43:21,0.05978429317474365,-0.10935401916503906,0.06452327966690063,1.0050071477890015,-0.37197446823120117,-0.4330320656299591,0.18330346047878265,0.7948856353759766,-0.5784087777137756,0.30689736967437575,-0.9188190616846079,0.6201740753911299,
23:43:21,-0.01701010763645172,0.13465160131454468,-0.127221941947937,0.011484773829579353,0.27847811579704285,-0.04011061415076256,0.1582455039024353,0.7763746380805969,-0.6100826859474182,0.25379070009210863,-0.8888931794073825,0.5558285047971031,
23:43:22,0.038485005497932434,0.020579755306243896,0.02178812026977539,-0.053808748722076416,0.2340366244316101,0.06024235114455223,0.18273699283599854,0.7841691374778748,-0.5930312275886536,0.29890839571113736,-0.9013560400075886,0.567872592901337,
23:43:22,0.053833961486816406,-0.11373013257980347,0.05893051624298096,0.03841625526547432,-0.07190652936697006,-0.10413140803575516,0.19827181100845337,0.7817143797874451,-0.5912790298461914,0.3235437413618386,-0.8974101140736732,0.5815195025788357,
23:43:22,0.010763198137283325,0.02782493829727173,-0.02985513210296631,-0.37343814969062805,-0.2740103602409363,-0.6308979988098145,0.15473365783691406,0.7961041331291199,-0.5850434303283691,0.2585619867802716,-0.9208299257811396,0.5323810788560388,
23:43:22,0.019970357418060303,0.054763197898864746,0.01866281032562256,0.10672233998775482,-0.06629765033721924,-0.5134398341178894,0.10623514652252197,0.8081064820289612,-0.579377293586731,0.18134645293150645,-0.9409303688204298,0.4473428723608147,
23:43:22,-0.0026860088109970093,0.018954813480377197,0.037014007568359375,-0.6611988544464111,-0.07376541942358017,-0.16904382407665253,0.08755546808242798,0.8085299134254456,-0.5819050073623657,0.1493432272571754,-0.9416496273555743,0.3952151108999471,
23:43:22,0.007202357053756714,-0.10699915885925293,-0.016843318939208984,-1.0064544677734375,-0.016702398657798767,0.17427997291088104,0.09255963563919067,0.8443651795387268,-0.5277122259140015,0.17363175139010964,-1.0053792097303336,0.42864475265947943,
23:43:22,0.015409290790557861,-0.04118138551712036,0.05659198760986328,-0.020749863237142563,0.04291059821844101,0.02557438798248768,0.10463161766529083,0.8556347489356995,-0.5068939924240112,0.20355823358032912,-1.0267759476683116,0.4542774402537351,
23:43:22,0.033809833228588104,-0.018803060054779053,0.03621584177017212,-0.5463300347328186,-0.1219787523150444,0.011564030312001705,0.1087072566151619,0.8714794516563416,-0.47823241353034973,0.2235125386023375,-1.0582109103209885,0.47569031700061243,
23:43:22,0.029852062463760376,-0.051726460456848145,0.022249579429626465,-0.42553651332855225,-0.16381435096263885,0.12439044564962387,0.11347372084856033,0.8905934691429138,-0.4404168725013733,0.25216626851100554,-1.098648348103092,0.518062149017089,
23:43:22,0.012751497328281403,-0.00518721342086792,0.019313275814056396,0.044765762984752655,-0.02340450882911682,0.14565126597881317,0.11923696100711823,0.8896167278289795,-0.4408681094646454,0.2641400438194206,-1.096505316200026,0.5401417028705919,97
23:43:23,-0.0008875280618667603,-0.02971571683883667,0.05494248867034912,0.07360726594924927,-0.09447522461414337,0.08314739912748337,0.12433111667633057,0.8865880370140076,-0.4455370604991913,0.27213588072469375,-1.0899159963271197,0.5573694105726661,97
